year,movieid,charactername1,charactername2,charactername3,sex,actorid,adj
2020,575776,Maud,,,Female,1321628,young
2020,575776,Maud,,,Female,1321628,nurse
2020,526702,Jo Green,,,Female,851784,spirited
2020,526702,Jo Green,,,Female,851784,teenager
2020,338762,Ray Garrison,Bloodshot,,Male,12835,marine
2020,429422,Al Capone,,,Male,2524,47-year
2020,429422,Al Capone,,,Male,2524,old
2020,438396,David Valentín,,,Male,96688,inspector
2020,438396,David Valentín,,,Male,96688,tormented
2020,438396,Jorge Elías,,,Male,1334530,own
2020,438396,Jorge Elías,,,Male,1334530,son
2020,448119,Dr. John Dolittle,,,Male,3223,eccentric
2020,454626,Dr. Robotnik,,,Male,206,evil
2020,454626,Dr. Robotnik,,,Male,206,genius
2020,454626,Dr. Robotnik,,,Male,206,super-uncool
2020,491926,Marcel,,,Male,44735,marceau
2020,491926,Marcel,,,Male,44735,mime
2020,499932,Arvin Russell,,,Male,1136406,young
2020,539617,Zeke,,,Male,1427948,friend
2020,552532,Mouse,,,Male,1795607,14-year-old
2020,556574,Alexander Hamilton,,,Male,1179651,american
2020,556574,Alexander Hamilton,,,Male,1179651,father
2020,556574,Alexander Hamilton,,,Male,1179651,founding
2020,585244,Jeremy Camp,,,Male,1680339,christian
2020,585244,Jeremy Camp,,,Male,1680339,music
2020,585244,Jeremy Camp,,,Male,1680339,star
2020,587792,Nyles,,,Male,62861,carefree
2020,618354,Kal-El,Clark Kent,Superman (voice),Male,228721,daily
2020,618354,Kal-El,Clark Kent,Superman (voice),Male,228721,intern
2020,618354,Kal-El,Clark Kent,Superman (voice),Male,228721,planet
2020,630566,Zach Sobiech,,,Male,1887455,musician
2020,653744,Sérgio Vieira de Mello,,,Male,52583,brazilian
2020,653744,Sérgio Vieira de Mello,,,Male,52583,diplomat
2020,653744,Sérgio Vieira de Mello,,,Male,52583,top
2020,653744,Sérgio Vieira de Mello,,,Male,52583,un
2020,669664,Vladimir,,,Male,1159954,lover
2020,669664,Vladimir,,,Male,1159954,secret
2021,337404,Estella,Cruella,,Female,54693,fashionable
2021,337404,Estella,Cruella,,Female,54693,revenge-bent
2021,522931,Sonia Kincaid,,,Female,3136,infamous
2021,522931,Sonia Kincaid,,,Female,3136,international
2021,522931,Sonia Kincaid,,,Female,3136,con
2021,522931,Sonia Kincaid,,,Female,3136,artist
2021,613911,Isabel,,,Female,3136,mysterious
2021,785533,Stacy De Novo,Queen Margaret Delacourt,Fiona Pembroke,Female,67599,identical
2021,785533,Stacy De Novo,Queen Margaret Delacourt,Fiona Pembroke,Female,67599,royals
2021,523638,Bernice,,,Female,568657,adopted
2021,523638,Bernice,,,Female,568657,granddaughter
2021,672322,Tomoe Yukishiro,,,Female,1039305,gentle
2021,823461,Andrea Singer,,,Female,96316,stand-up
2021,823461,Andrea Singer,,,Female,96316,comic
2021,628914,JoJo,,,Female,1532312,pal
2021,451048,Frank Wolff,,,Male,18918,skipper
2021,458220,Eddie Palmer,,,Male,12111,football
2021,458220,Eddie Palmer,,,Male,12111,former
2021,458220,Eddie Palmer,,,Male,12111,high
2021,458220,Eddie Palmer,,,Male,12111,school
2021,458220,Eddie Palmer,,,Male,12111,star
2021,460465,Cole Young,,,Male,1610940,fighter
2021,460465,Cole Young,,,Male,1610940,mma
2021,460465,Cole Young,,,Male,1610940,washed-up
2021,522931,Darius Kincaid,,,Male,2231,hitman
2021,522931,Michael Bryce,,,Male,10859,bodyguard
2021,522931,Michael Bryce,,,Male,10859,couple
2021,522931,Michael Bryce,,,Male,10859,lethal
2021,522931,Michael Bryce,,,Male,10859,odd
2021,568620,Snake Eyes,,,Male,1807132,loner
2021,568620,Snake Eyes,,,Male,1807132,tenacious
2021,580489,Cletus Kasady,Carnage,,Male,57755,killer
2021,580489,Cletus Kasady,Carnage,,Male,57755,serial
2021,580489,Eddie Brock,Venom,,Male,2524,investigative
2021,580489,Eddie Brock,Venom,,Male,2524,reporter
2021,581644,Richard Pace,,,Male,517,criminal
2021,602063,Enishi Yukishiro,,,Male,1566805,brother-in-law
2021,602063,Enishi Yukishiro,,,Male,1566805,former
2021,604563,Hubert Bonisseur de la Bath,OSS 117,,Male,56024,agent
2021,604563,Hubert Bonisseur de la Bath,OSS 117,,Male,56024,secret
2021,617762,Louis Wain,,,Male,71580,artist
2021,617762,Louis Wain,,,Male,71580,british
2021,617762,Louis Wain,,,Male,71580,eccentric
2021,645788,Moody,,,Male,2231,assassin
2021,645788,Moody,,,Male,2231,legendary
2021,654974,Max Mercer,,,Male,2089892,10-year-old
2021,660000,Lucien de Rubempré,,,Male,1871464,poet
2021,660000,Lucien de Rubempré,,,Male,1871464,young
2021,763164,Thomas Malone,,,Male,62,ex-cop
2021,767304,Brad Paxton,,,Male,40276,hero
2021,767304,Brad Paxton,,,Male,40276,races
2021,767304,Brad Paxton,,,Male,40276,veteran
2021,767304,Brad Paxton,,,Male,40276,war
2021,802217,Jake Doyle,,,Male,2115854,ten-year-old
2021,810873,James,,,Male,432040,handsome
2021,810873,James,,,Male,432040,trainer
2021,831405,Clark Kent,Superman,Kal-El (voice),Male,1222596,unhinged
2021,869617,Thibault,,,Male,2269547,hopeful
2021,869617,Thibault,,,Male,2269547,romantic
